sentence,label,split
"Alas , it 's the man that makes the clothes .",positive,0
"For casual moviegoers who stumble into Rules expecting a slice of American Pie hijinks starring the kid from Dawson 's Creek , they 'll probably run out screaming .",negative,0
"The biggest problem I have ( other than the very sluggish pace ) is we never really see her Esther blossom as an actress , even though her talent is supposed to be growing .",negative,0
What puzzles me is the lack of emphasis on music in Britney Spears ' first movie .,neutral,0
"Plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing The Scorpion King .",negative,0
City by the Sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for .,positive,0
But how it washed out despite all of that is the project 's prime mystery .,negative,0
"Whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet T-shirt and shower scenes .",negative,0
"As a hybrid teen thriller and murder mystery , Murder by Numbers fits the profile too closely .",neutral,0
There ai n't a lot more painful than an unfunny movie that thinks it 's hilarious .,neutral,0
"I enjoyed the movie in a superficial way , while never sure what its purpose was .",positive,0
What a pity ... that the material is so second-rate .,negative,0
"Does n't deliver a great story , nor is the action as gripping as in past Seagal films .",negative,0
The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .,very_negative,0
"Nicks refuses to let Slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .",positive,0
Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .,very_negative,0
"Amid the cliché and foreshadowing , Cage manages a degree of casual realism ... that is routinely dynamited by Blethyn .",neutral,0
"Mostly , Shafer and co-writer Gregory Hinton lack a strong-minded viewpoint , or a sense of humor .",negative,0
No cliche escapes the perfervid treatment of gang warfare called ces Wild .,negative,0
"Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good .",negative,0
Strictly a ` guy 's film ' in the worst sense of the expression .,negative,0
"There 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",negative,0
"It 's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as Phoenix 's .",negative,0
There 's something fishy about a seasonal holiday kids ' movie ... that derives its moment of most convincing emotional gravity from a scene where Santa gives gifts to grownups .,negative,0
"We 're left with a story that tries to grab us , only to keep letting go at all the wrong moments .",negative,0
"Like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .",very_negative,0
There is nothing redeeming about this movie .,very_negative,0
"The film has ( its ) moments , but they are few and far between .",negative,0
"I was trying to decide what annoyed me most about God is Great ... I 'm Not , and then I realized that I just did n't care .",very_negative,0
Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,very_negative,0
Deserves high marks for political courage but barely gets by on its artistic merits .,neutral,0
... comes alive only when it switches gears to the sentimental .,negative,0
Brosnan 's finest non-Bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes .,negative,0
"A film that will be best appreciated by those willing to endure its extremely languorous rhythms , Waiting for Happiness is ultimately thoughtful without having much dramatic impact .",positive,0
"To me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",negative,0
Tsai may be ploughing the same furrow once too often .,neutral,0
"Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up .",negative,0
ZigZag might have been richer and more observant if it were less densely plotted .,negative,0
How can such a cold movie claim to express warmth and longing ?,negative,0
"In truth , it has all the heart of a porno flick ( but none of the sheer lust ) .",negative,0
Nicks and Steinberg match their own creations for pure venality -- that 's giving it the old college try .,negative,0
Episode II -- Attack of the Clones is a technological exercise that lacks juice and delight .,negative,0
The problem with all of this : It 's not really funny .,negative,0
( Denis ' ) bare-bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product .,negative,0
"Wanders all over the map thematically and stylistically , and borrows heavily from Lynch , Jeunet , and von Trier while failing to find a spark of its own .",negative,0
Viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some Freudian puppet .,neutral,0
Overall tomfoolery like this is a matter of taste .,negative,0
The mantra behind the project seems to have been ` it 's just a kids ' flick . ',negative,0
Translation : ` We do n't need to try very hard . ',negative,0
"In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",very_negative,0
"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",negative,0
So here it is : It 's about a family of sour immortals .,neutral,0
an essentially awkward version of the lightweight female empowerment picture we 've been watching for decades,negative,0
The author 's devotees will probably find it fascinating ; others may find it baffling .,negative,0
"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",negative,0
"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",very_negative,0
A cockeyed shot all the way .,negative,0
"Lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) , but ultimately you 'll leave the theater wondering why these people mattered .",negative,0
"Unfortunately , One Hour Photo lives down to its title .",very_negative,0
"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .",very_negative,0
"Cold , Sterile And Lacking Any Color Or Warmth .",very_negative,0
The film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold .,negative,0
Seems like someone going through the motions .,negative,0
"For a film about explosions and death and spies , `` Ballistic : Ecks vs. Sever '' seems as safe as a children 's film .",negative,0
"Well , in some of those , the mother deer even dies .",negative,0
"Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .",neutral,0
"Impostor does n't do much with its template , despite a remarkably strong cast .",neutral,0
"Wraps itself in the guise of a dark and quirky comedy , but it is n't as quirky as it thinks it is and its comedy is generally mean-spirited .",neutral,0
"Choppy , overlong documentary about ` The Lifestyle . '",negative,0
One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .,very_negative,0
"A film which presses familiar Herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",negative,0
It 's a fanboy ` what if ? ',neutral,0
brought to life on the big screen .,positive,0
The story itself is actually quite vapid .,negative,0
"It 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s .",negative,0
Wait for pay per view or rental but do n't dismiss BarberShop out of hand .,neutral,0
"A few zingers aside , the writing is indifferent , and Jordan Brady 's direction is prosaic .",negative,0
"Each scene drags , underscoring the obvious , and sentiment is slathered on top .",negative,0
"Would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement .",very_negative,0
Then Nadia 's birthday might not have been such a bad day after all .,neutral,0
"One of those staggeringly well-produced , joylessly extravagant pictures that keep whooshing you from one visual marvel to the next , hastily , emptily .",neutral,0
"Nair just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .",very_negative,0
"Enthusiastically taking up the current teen movie concern with bodily functions , Walt Becker 's film pushes all the demographically appropriate comic buttons .",positive,0
It 's the funniest American comedy since Graffiti Bridge .,very_positive,0
"That neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .",negative,0
What starts off as a possible Argentine American Beauty reeks like a room stacked with pungent flowers .,very_negative,0
The project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .,very_negative,0
"In old-fashioned screenwriting parlance , Ms. Shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .",negative,0
Solondz may well be the only one laughing at his own joke,negative,0
"Stitch is a bad mannered , ugly and destructive little \*\*\*\* .",very_negative,0
"No cute factor here ... Not that I mind ugly ; the problem is he has no character , loveable or otherwise .",very_negative,0
"Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .",very_negative,0
A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,neutral,0
"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",very_negative,0
"It is bad , but certainly not without merit as entertainment .",negative,0
"For its 100 minutes running time , you 'll wait in vain for a movie to happen .",very_negative,0
A work that lacks both a purpose and a strong pulse .,very_negative,0
A faster paced family flick .,positive,0
Upper Teens may get cynical .,negative,0
Smaller numbered kidlets will enjoy .,positive,0
"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",negative,0
It 's a road-trip drama with too many wrong turns .,very_negative,0
"Most fish stories are a little peculiar , but this is one that should be thrown back in the river .",negative,0
"It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",neutral,0
"`` I blame all men for war , '' ( the warden 's daughter ) tells her father .",neutral,0
The movie is about as deep as that sentiment .,negative,0
It 's fitfully funny but never really takes off .,neutral,0
"I 've seen some bad singer-turned actors , but Lil Bow Wow takes the cake .",negative,0
"By halfway through this picture I was beginning to hate it , and , of course , feeling guilty for it ... Then , miracle of miracles , the movie does a flip-flop .",positive,0
"For all the complications , it 's all surprisingly predictable .",neutral,0
It 's been 20 years since 48 Hrs .,neutral,0
made Eddie Murphy a movie star and the man has n't aged a day .,positive,0
But his showboating wise-cracker stock persona sure is getting old .,neutral,0
"If Deuces Wild had been tweaked up a notch it would have become a camp adventure , one of those movies that 's so bad it starts to become good .",neutral,0
But it was n't .,negative,0
"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",negative,0
"... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .",negative,0
"It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",very_negative,0
"The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain .",negative,0
"A nearly 21\/2 hours , the film is way too indulgent .",negative,0
Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .,negative,0
It looks much more like a cartoon in the end than The Simpsons ever has .,neutral,0
"With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .",negative,0
Does n't really add up to much .,negative,0
"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",negative,0
An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .,negative,0
A prolonged extrusion of psychopathic pulp .,negative,0
Borrows from other movies like it in the most ordinary and obvious fashion .,negative,0
It 's surprisingly bland despite the heavy doses of weird performances and direction .,negative,0
"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '",very_negative,0
"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",negative,0
"Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .",negative,0
It 's like a drive-by .,negative,0
"You can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .",negative,0
Everything -- even life on an aircraft carrier -- is sentimentalized .,negative,0
"This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .",very_negative,0
Stress ` dumb . ',negative,0
"The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",neutral,0
"When your subject is illusion versus reality , should n't the reality seem at least passably real ?",negative,0
"It 's a terrible movie in every regard , and utterly painful to watch .",very_negative,0
"This is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight , and the whole of the proceedings beg the question ` Why ? '",very_negative,0
A fan film that for the uninitiated plays better on video with the sound turned down .,negative,0
Too infuriatingly quirky and taken with its own style .,negative,0
There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .,negative,0
"As much as I laughed throughout the movie , I can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain .",positive,0
The type of dumbed-down exercise in stereotypes that gives the ( teen comedy ) genre a bad name .,negative,0
Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .,very_negative,0
Plays like a bad blend of an overripe episode of TV 's Dawson 's Creek and a recycled and dumbed-down version of Love Story .,very_negative,0
"Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .",negative,0
"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '",negative,0
Just is n't as weird as it ought to be .,negative,0
"A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films .",negative,0
( Siegel ) and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie .,negative,0
No film could possibly be more contemptuous of the single female population .,very_negative,0
` Hey Arnold ! ',neutral,0
has some visual wit ... but little imagination elsewhere .,neutral,0
"They 're going through the motions , but the zip is gone .",neutral,0
A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .,negative,0
"A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .",very_negative,0
"Then again , in a better movie , you might not have noticed .",very_negative,0
It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,neutral,0
"The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''",negative,0
"tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''",negative,0
"Gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichés .",negative,0
"It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress .",positive,0
"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",negative,0
"The problem with The Bread , My Sweet is that it 's far too sentimental .",negative,0
A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .,neutral,0
Falls short in explaining the music and its roots .,neutral,0
Never inspires more than an interested detachment .,negative,0
What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature .,very_negative,0
"Despite slick production values and director Roger Michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",negative,0
"Pretty much sucks , but has a funny moment or two .",negative,0
They do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .,neutral,0
A supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .,negative,0
"It ends up being neither , and fails at both endeavors .",very_negative,0
Two badly interlocked stories drowned by all too clever complexity .,negative,0
"It is so earnest , so overwrought and so wildly implausible that it begs to be parodied .",neutral,0
These are textbook lives of quiet desperation .,negative,0
"Swimfan , like Fatal Attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .",neutral,0
"Claims to sort the bad guys from the good , which is its essential problem .",negative,0
"Purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons .",very_negative,0
"Feels like pieces a bunch of other , better movies slapped together .",negative,0
"Almost everything about the film is unsettling , from the preposterous hairpiece worn by Lai 's villainous father to the endless action sequences .",neutral,0
"Writer-director Randall Wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .",negative,0
"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .",negative,0
One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .,very_negative,0
Phoned-in business as usual .,negative,0
"There 's an epic here , but you have to put it together yourself .",neutral,0
"What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .",very_negative,0
"Director-chef Gabriele Muccino keeps it fast -- zippy , comin ' at ya -- as if fearing that his film is molto superficiale .",neutral,0
"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",very_negative,0
The most horrific movie experience I 've had since `` Ca n't Stop The Music . '',very_negative,0
It may as well be called `` Jar-Jar Binks : The Movie . '',very_negative,0
It 's that painful .,very_negative,0
"God is great , the movie 's not .",neutral,0
"Like a three-ring circus , there are side stories aplenty -- none of them memorable .",negative,0
"When in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip .",neutral,0
Or else a doggie winks .,neutral,0
"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",very_negative,0
As original and insightful as last week 's episode of Behind the Music .,negative,0
Plays like John Le Carré with a couple of burnt-out cylinders .,negative,0
You may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,very_negative,0
"It 's neither as sappy as Big Daddy nor as anarchic as Happy Gilmore or The Waterboy , but it has its moments .",positive,0
Despite the surface attractions -- Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year -- there 's something impressive and yet lacking about everything .,positive,0
A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .,very_negative,0
( Crystal and De Niro ) manage to squeeze out some good laughs but not enough to make this silly con job sing .,neutral,0
"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",very_negative,0
The Christ allegory does n't work because there is no foundation for it,negative,0
"Go for La Salle 's performance , and make do as best you can with a stuttering script .",neutral,0
"It 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .",negative,0
"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .",negative,0
I did n't find much fascination in the swinging .,negative,0
"What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .",negative,0
But that they are doing it is thought-provoking .,positive,0
"The acting is just fine , but there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff .",negative,0
"After Collateral Damage , you might imagine that most every aggrieved father cliché has been unturned .",very_negative,0
But no. .,negative,0
"Ultimately the , yes , snail-like pacing and lack of thematic resonance make the film more silly than scary , like some sort of Martha Stewart decorating program run amok .",very_negative,0
"Releasing a film with the word ` dog ' in its title in January lends itself to easy jokes and insults , and Snow Dogs deserves every single one of them .",negative,0
Tedious Norwegian offering which somehow snagged an Oscar nomination .,negative,0
It was a dark and stormy night ...,neutral,0
"A dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .",negative,0
This sort of cute and cloying material is far from Zhang 's forte and it shows .,neutral,0
"Bray is completely at sea ; with nothing but a Savage Garden music video on his resume , he has no clue about making a movie .",very_negative,0
"Freundlich 's made ( Crudup ) a suburban architect , and a cipher .",neutral,0
"a huge disappointment coming , as it does , from filmmakers and performers of this calibre",very_negative,0
"Though it pretends to expose the life of male hustlers , it 's exploitive without being insightful .",negative,0
Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .,neutral,0
What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,negative,0
Exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama .,negative,0
Seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .,negative,0
"Even with Harris 's strong effort , the script gives him little to effectively probe Lear 's soul-stripping breakdown .",neutral,0
The story is bogus and its characters tissue-thin .,very_negative,0
"Whereas the extremely competent hitman films such as Pulp Fiction and Get Shorty resonate a sardonic verve to their caustic purpose for existing , Who Is Cletis Tout ?",neutral,0
is an inexpressible and drab wannabe looking for that exact niche .,negative,0
"While American Adobo has its heart ( and its palate ) in the right place , its brain is a little scattered -- ditsy , even .",negative,0
"Imagine a film that begins as a Seven rip-off , only to switch to a mix of The Shining , The Thing , and any naked teenagers horror flick from the 1980s .",negative,0
Most of the dialogue made me want to pack raw dough in my ears .,very_negative,0
"Costner 's warm-milk persona is just as ill-fitting as Shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink Laurence Olivier .",negative,0
"It 's coherent , well shot , and tartly acted , but it wears you down like a dinner guest showing off his doctorate .",negative,0
"Directed by Kevin Bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut .",positive,0
turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters,very_negative,0
Robin Williams departs from his fun friendly demeanor in exchange for a darker unnerving role .,neutral,0
"High Crimes is a cinematic misdemeanor , a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , Morgan Freeman and Ashley Judd .",very_negative,0
Set in a 1986 Harlem that does n't look much like anywhere in New York .,negative,0
The chocolate factory without Charlie .,negative,0
Long on twinkly-eyed close-ups and short on shame .,negative,0
Hip-hop rarely comes alive as its own fire-breathing entity in this picture .,negative,0
"A dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",very_negative,0
Deserving of its critical backlash and more .,negative,0
Neither a rousing success nor a blinding embarrassment .,neutral,0
"Still , it just sits there like a side dish no one ordered .",negative,0
"The Sum of All Fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) .",negative,0
"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting ( and funnier ) than his .",negative,0
This low-rent -- and even lower-wit -- rip-off of the Farrelly brothers ' oeuvre gets way too mushy -- and in a relatively short amount of time .,negative,0
It recycles every cliché about gays in what is essentially an extended soap opera .,very_negative,0
"I 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks .",neutral,0
May offend viewers not amused by the sick sense of humor .,negative,0
Many of Benjamins ' elements feel like they 've been patched in from an episode of Miami Vice .,neutral,0
It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .,very_negative,0
Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant .,neutral,0
"If you 're not fans of the adventues of Steve and Terri , you should avoid this like the dreaded King Brown snake .",negative,0
"Personally , I 'd rather watch them on the Animal Planet .",very_negative,0
Cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .,negative,0
Feels as if the inmates have actually taken over the asylum .,neutral,0
All of the filmmakers ' calculations ca n't rescue Brown Sugar from the curse of blandness .,very_negative,0
"The movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance .",neutral,0
"... post-September 11 , `` The Sum Of All Fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves .",very_negative,0
The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,very_negative,0
"No matter how you slice it , Mark Wahlberg and Thandie Newton are not Hepburn and Grant , two cinematic icons with chemistry galore .",neutral,0
Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .,very_negative,0
"Humorless , self-conscious art drivel , made without a glimmer of intelligence or invention .",very_negative,0
The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . ',very_negative,0
"Solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me .",negative,0
More tiring than anything .,negative,0
"Nelson 's intentions are good , but the end result does no justice to the story itself .",negative,0
It 's horribly depressing and not very well done .,very_negative,0
"... the efforts of its star , Kline , to lend some dignity to a dumb story are for naught .",negative,0
"A good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .",negative,0
Is n't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself ?,negative,0
And it 's a lousy one at that .,very_negative,0
Overly long and worshipful bio-doc .,negative,0
I 'll go out on a limb .,positive,0
It is n't quite one of the worst movies of the year .,very_negative,0
It 's just merely very bad .,very_negative,0
Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .,negative,0
"About Amy 's cuteness , Amy 's career success ( she 's a best-selling writer of self-help books who ca n't help herself ) , and Amy 's neuroses when it comes to men .",neutral,0
"Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",negative,0
"Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .",negative,0
"In my own very humble opinion , In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works .",very_negative,0
The script is too mainstream and the psychology too textbook to intrigue .,negative,0
"Muddled , simplistic and more than a little pretentious .",very_negative,0
"Meandering and glacially paced , and often just plain dull .",neutral,0
"A disaster of a drama , saved only by its winged assailants .",negative,0
"A road trip that will get you thinking , ` Are we there yet ? '",neutral,0
"Director Elie Chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?",negative,0
"Dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , and the film settles too easily along the contours of expectation .",negative,0
"If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .",very_negative,0
An occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten .,negative,0
What could have been right at home as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination .,negative,0
The movie is like Scorsese 's Mean Streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like Leather Warriors and Switchblade Sexpot .,negative,0
This pathetic junk is barely an hour long .,very_negative,0
"Nevertheless , it still seems endless .",negative,0
It is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !,very_negative,0
It 's just that it 's so not-at-all-good .,negative,0
And I expect much more from a talent as outstanding as director Bruce McCulloch .,neutral,0
Dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .,neutral,0
Is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?,negative,0
It 's supposed to be a romantic comedy - it suffers from too much Norma Rae and not enough Pretty Woman .,negative,0
"The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .",very_negative,0
Staggers between flaccid satire and what is supposed to be madcap farce .,very_negative,0
"Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .",negative,0
"Brainy , artistic and muted , almost to the point of suffocation .",neutral,0
Plays like the old disease-of-the-week small-screen melodramas .,negative,0
"Like life on the island , the movie grows boring despite the scenery .",very_negative,0
The truth about Charlie is that it 's a brazenly misguided project .,negative,0
displays the potential for a better movie than what Bailly manages to deliver,neutral,0
So exaggerated and broad that it comes off as annoying rather than charming .,negative,0
An awkward hybrid of genres that just does n't work .,negative,0
The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,negative,0
Snipes is both a snore and utter tripe .,negative,0
"Ritchie 's film is easier to swallow than Wertmuller 's polemical allegory , but it 's self-defeatingly decorous .",negative,0
Chalk it up as the worst kind of hubristic folly .,very_negative,0
"It 's the kind of under-inspired , overblown enterprise that gives Hollywood sequels a bad name .",very_negative,0
Rosenthal ( Halloween II ) seems to have forgotten everything he ever knew about generating suspense .,negative,0
Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .,negative,0
Rodriguez ... was unable to reproduce the special spark between the characters that made the first film such a delight .,neutral,0
A sleek advert for youthful anomie that never quite equals the sum of its pretensions .,negative,0
Some Body smacks of exhibitionism more than it does cathartic truth telling .,negative,0
"This is n't a terrible film by any means , but it 's also far from being a realized work .",neutral,0
"Apparently , romantic comedy with a fresh point of view just does n't figure in the present Hollywood program .",very_negative,0
Depressingly thin and exhaustingly contrived .,very_negative,0
Only masochistic moviegoers need apply .,negative,0
A movie that 's held captive by mediocrity .,negative,0
"Not bad , but not all that good .",neutral,0
"Bacon keeps things interesting , but do n't go out of your way to pay full price .",neutral,0
What 's next ?,positive,0
"Rob Schneider , Dana Carvey and Sarah Michelle Gellar in The Philadelphia Story ?",neutral,0
